Date,Time_Start,Time_End,Location,Elephant_ID,Behavior,Duration,Food_Type,Heart_Rate,Weather_Condition,Is_Sleeping
30-01-2024,07:42,15:25,near lake,E013,Sleeping,4.8,No,116,Rain,Yes
30-01-2024,07:17,23:48,near lake,E027,Eating,15,Yes,106,Rain,No
30-01-2024,08:54,13:29,near lake,E007,Angry,2,No,147,Cloudy,No
30-01-2024,01:18,09:28,near lake,E010,Sleeping,5.9,No,125,Rain,Yes
30-01-2024,03:36,17:04,In lake,E005,Eating,17.2,Yes,99,Windy,No
30-01-2024,13:09,18:35,Grassland,E027,Sleeping,4.6,No,97,Windy,Yes
30-01-2024,14:43,17:32,Grassland,E029,Eating,14.7,Yes,110,Rain,No
30-01-2024,05:47,23:32,near lake,E028,Eating,16.3,Yes,102,Windy,No
30-01-2024,03:53,09:38,near lake,E002,Angry,1.4,No,141,Rain,No
30-01-2024,06:38,12:26,In lake,E002,Angry,1.3,No,126,Cloudy,No
30-01-2024,00:45,16:59,In lake,E023,Sleeping,2.8,No,93,Cloudy,Yes
30-01-2024,06:15,18:56,Grassland,E026,Eating,17.4,Yes,96,Clear,No
30-01-2024,08:40,15:21,near lake,E020,Sleeping,3,No,126,Clear,Yes
30-01-2024,02:23,05:58,Forest Edge,E004,Sleeping,4.5,No,107,Clear,Yes
30-01-2024,00:51,08:24,Grassland,E015,Sleeping,3.3,No,114,Cloudy,Yes
30-01-2024,18:32,18:44,Forest Edge,E010,Angry,1.8,No,140,Cloudy,No
30-01-2024,03:52,23:22,In lake,E014,Sleeping,5.8,No,109,Cloudy,Yes
30-01-2024,19:18,20:25,Forest Area,E010,Sleeping,2.7,No,101,Clear,Yes
30-01-2024,03:05,04:49,Grassland,E026,Sleeping,5.4,No,115,Cloudy,Yes
30-01-2024,05:51,06:59,In lake,E001,Sleeping,3.7,No,117,Clear,Yes
30-01-2024,09:16,18:55,Grassland,E023,Angry,1.5,No,123,Rain,No
30-01-2024,17:14,17:37,near lake,E024,Eating,15.7,Yes,110,Rain,No
30-01-2024,09:50,22:31,near lake,E013,Sleeping,4.6,No,95,Cloudy,Yes
30-01-2024,20:22,20:55,In lake,E027,Sleeping,5.2,No,102,Windy,Yes
30-01-2024,19:59,21:31,In lake,E001,Sleeping,3.9,No,95,Rain,Yes
30-01-2024,02:31,19:17,Forest Area,E022,Angry,1.7,No,149,Rain,No
30-01-2024,14:46,18:35,Forest Edge,E021,Angry,1.7,No,128,Clear,No
30-01-2024,04:18,17:24,In lake,E003,Eating,15.4,Yes,80,Rain,No
30-01-2024,12:38,20:10,Forest Area,E023,Eating,17.7,Yes,96,Windy,No
30-01-2024,02:39,06:22,Forest Edge,E014,Angry,1.4,No,140,Cloudy,No
30-01-2024,01:49,04:49,near lake,E016,Sleeping,2.8,No,127,Cloudy,Yes
30-01-2024,09:14,22:10,Forest Edge,E001,Eating,17.4,Yes,92,Clear,No
30-01-2024,19:05,19:33,Forest Area,E029,Angry,1.8,No,129,Cloudy,No
30-01-2024,02:41,06:45,Grassland,E011,Angry,1.1,No,133,Rain,No
30-01-2024,09:09,19:27,Forest Area,E004,Angry,1.2,No,128,Windy,No
30-01-2024,03:20,13:12,Forest Edge,E018,Eating,16,Yes,83,Windy,No
30-01-2024,20:08,23:41,Forest Edge,E028,Sleeping,4.2,No,100,Windy,Yes
30-01-2024,00:51,01:11,near lake,E025,Sleeping,5,No,94,Clear,Yes
30-01-2024,00:44,14:05,Grassland,E004,Angry,1.6,No,135,Windy,No
30-01-2024,02:01,04:06,Forest Area,E013,Angry,1.3,No,120,Clear,No
30-01-2024,10:58,23:59,Forest Edge,E004,Angry,1.7,No,143,Cloudy,No
30-01-2024,00:08,15:55,Grassland,E014,Sleeping,4.9,No,94,Windy,Yes
30-01-2024,07:09,13:26,Grassland,E020,Eating,14.9,Yes,104,Clear,No
30-01-2024,03:49,16:15,Forest Edge,E009,Eating,16.5,Yes,95,Clear,No
30-01-2024,15:16,22:32,Forest Edge,E019,Angry,1.3,No,128,Clear,No
30-01-2024,14:45,17:43,Forest Area,E007,Angry,1.4,No,124,Windy,No
30-01-2024,07:43,20:24,Forest Edge,E012,Eating,15.3,Yes,83,Windy,No
30-01-2024,12:25,16:55,Grassland,E023,Eating,18,Yes,81,Rain,No
30-01-2024,08:54,18:05,Forest Edge,E013,Angry,1.5,No,125,Cloudy,No
30-01-2024,01:04,18:23,Forest Edge,E013,Angry,1.5,No,123,Rain,No
30-01-2024,07:27,07:43,near lake,E026,Eating,16.1,Yes,106,Windy,No
30-01-2024,07:30,17:22,Forest Area,E014,Eating,16.5,Yes,103,Rain,No
30-01-2024,16:40,22:54,near lake,E001,Eating,14.1,Yes,94,Cloudy,No
30-01-2024,11:57,16:35,near lake,E025,Eating,14.1,Yes,107,Clear,No
30-01-2024,12:44,14:28,near lake,E023,Eating,16,Yes,103,Windy,No
30-01-2024,03:31,08:13,In lake,E001,Eating,17.2,Yes,92,Cloudy,No
31-01-2024,00:01,20:49,near lake,E014,Angry,1.5,No,131,Rain,No
31-01-2024,10:53,19:01,Forest Area,E001,Sleeping,2,No,94,Windy,Yes
31-01-2024,05:26,06:46,Grassland,E023,Sleeping,4.1,No,106,Windy,Yes
31-01-2024,00:53,20:05,Forest Edge,E024,Sleeping,3.6,No,123,Windy,Yes
31-01-2024,20:47,20:58,In lake,E016,Angry,1.1,No,124,Rain,No
31-01-2024,04:11,17:44,In lake,E019,Eating,15.2,Yes,83,Cloudy,No
31-01-2024,22:55,23:13,Grassland,E013,Angry,2,No,140,Cloudy,No
31-01-2024,10:24,12:33,In lake,E002,Angry,1.8,No,124,Windy,No
31-01-2024,03:49,22:57,near lake,E010,Sleeping,3.1,No,91,Rain,Yes
31-01-2024,15:26,16:55,Grassland,E024,Eating,16.6,Yes,93,Rain,No
31-01-2024,00:06,09:41,Forest Area,E018,Sleeping,4.3,No,109,Rain,Yes
31-01-2024,09:18,14:09,Forest Edge,E011,Angry,1.4,No,135,Windy,No
31-01-2024,01:04,07:01,Forest Edge,E014,Angry,1,No,122,Cloudy,No
31-01-2024,19:46,22:50,Forest Edge,E027,Sleeping,3.1,No,97,Cloudy,Yes
31-01-2024,02:15,03:27,near lake,E021,Angry,1.1,No,130,Cloudy,No
31-01-2024,21:25,22:38,near lake,E003,Angry,1.7,No,150,Windy,No
31-01-2024,16:45,19:29,In lake,E014,Angry,1.3,No,120,Cloudy,No
31-01-2024,19:08,20:03,near lake,E017,Sleeping,2.8,No,105,Clear,Yes
31-01-2024,00:54,13:34,Forest Edge,E017,Angry,1.1,No,143,Cloudy,No
31-01-2024,15:31,15:46,near lake,E009,Angry,1.4,No,130,Cloudy,No
31-01-2024,04:45,23:45,near lake,E006,Angry,1.8,No,145,Cloudy,No
31-01-2024,11:27,21:58,near lake,E010,Angry,1.4,No,134,Cloudy,No
31-01-2024,11:19,17:10,In lake,E021,Angry,1.3,No,121,Cloudy,No
31-01-2024,00:35,10:47,Forest Area,E018,Eating,14.3,Yes,86,Rain,No
31-01-2024,04:27,08:51,Forest Area,E025,Sleeping,2.7,No,127,Clear,Yes
31-01-2024,06:44,08:29,Forest Edge,E003,Angry,1.9,No,139,Clear,No
31-01-2024,08:42,22:53,In lake,E012,Angry,1.1,No,130,Rain,No
31-01-2024,04:48,18:12,near lake,E021,Eating,16.9,Yes,86,Windy,No
31-01-2024,14:05,14:44,near lake,E019,Angry,1.2,No,144,Rain,No
31-01-2024,00:55,14:04,Forest Area,E005,Eating,16.2,Yes,89,Clear,No
31-01-2024,03:24,22:02,Grassland,E011,Eating,17.2,Yes,90,Rain,No
31-01-2024,00:05,03:32,Forest Edge,E026,Eating,15.5,Yes,100,Cloudy,No
31-01-2024,01:57,20:01,near lake,E018,Sleeping,4.7,No,110,Clear,Yes
31-01-2024,16:35,19:35,Grassland,E023,Sleeping,3.9,No,95,Windy,Yes
31-01-2024,07:00,07:28,Forest Edge,E021,Eating,15.9,Yes,104,Windy,No
31-01-2024,19:12,21:36,Forest Area,E024,Eating,14.4,Yes,89,Windy,No
31-01-2024,07:40,10:06,near lake,E028,Eating,16.3,Yes,84,Rain,No
31-01-2024,05:15,23:59,In lake,E006,Sleeping,5.7,No,127,Windy,Yes
31-01-2024,07:20,11:05,Forest Area,E019,Sleeping,3.4,No,119,Windy,Yes
01-02-2024,09:43,18:54,Forest Edge,E006,Eating,17.2,Yes,103,Cloudy,No
01-02-2024,04:20,19:37,Forest Edge,E011,Angry,1.9,No,145,Rain,No
01-02-2024,04:06,13:28,near lake,E014,Sleeping,5,No,125,Rain,Yes
01-02-2024,02:25,08:57,Forest Edge,E014,Eating,14.4,Yes,80,Cloudy,No
01-02-2024,18:03,21:17,near lake,E004,Angry,1.8,No,129,Windy,No
01-02-2024,10:46,22:19,Grassland,E007,Eating,16.3,Yes,100,Rain,No
01-02-2024,02:38,13:33,Grassland,E013,Sleeping,3.6,No,108,Cloudy,Yes
01-02-2024,14:04,20:25,In lake,E029,Sleeping,2.8,No,106,Cloudy,Yes
01-02-2024,03:10,18:10,Grassland,E020,Sleeping,2.8,No,122,Clear,Yes
01-02-2024,21:27,21:33,near lake,E011,Eating,16,Yes,94,Clear,No
01-02-2024,08:30,11:38,near lake,E023,Eating,14.6,Yes,103,Cloudy,No
01-02-2024,07:49,14:58,Grassland,E002,Angry,1.5,No,137,Clear,No
01-02-2024,06:02,20:46,near lake,E005,Angry,1.5,No,148,Windy,No
01-02-2024,08:55,16:45,Grassland,E003,Angry,1.8,No,142,Windy,No
01-02-2024,08:04,09:49,In lake,E012,Sleeping,5.2,No,103,Cloudy,Yes
01-02-2024,00:03,17:11,near lake,E009,Angry,1.2,No,143,Windy,No
01-02-2024,07:52,22:18,Grassland,E027,Eating,17.4,Yes,82,Rain,No
01-02-2024,14:15,15:33,Forest Edge,E023,Angry,1.9,No,142,Rain,No
01-02-2024,02:11,23:35,Forest Area,E008,Sleeping,3.5,No,125,Cloudy,Yes
01-02-2024,01:08,09:08,Grassland,E006,Eating,15,Yes,109,Rain,No
01-02-2024,12:32,17:27,Forest Area,E014,Angry,1.2,No,134,Cloudy,No
01-02-2024,07:34,20:59,Forest Area,E002,Angry,1.2,No,142,Rain,No
01-02-2024,01:17,14:12,Forest Edge,E013,Eating,17.5,Yes,101,Cloudy,No
01-02-2024,07:21,10:34,Forest Edge,E020,Eating,17.8,Yes,90,Windy,No
01-02-2024,03:31,18:18,Grassland,E028,Angry,1.2,No,129,Rain,No
01-02-2024,00:48,19:50,In lake,E027,Angry,1.2,No,131,Rain,No
01-02-2024,01:13,17:15,In lake,E007,Angry,1.3,No,130,Rain,No
01-02-2024,12:45,22:38,Grassland,E011,Angry,1.1,No,127,Windy,No
01-02-2024,14:33,22:15,near lake,E014,Sleeping,2,No,117,Windy,Yes
01-02-2024,10:36,14:33,near lake,E013,Angry,1.2,No,148,Clear,No
01-02-2024,20:32,23:30,near lake,E027,Angry,1.8,No,127,Cloudy,No
01-02-2024,02:43,18:24,In lake,E027,Eating,17.9,Yes,107,Windy,No
01-02-2024,03:32,15:50,Forest Edge,E029,Sleeping,5,No,93,Windy,Yes
01-02-2024,06:15,23:42,Grassland,E018,Angry,1.7,No,140,Windy,No
01-02-2024,04:23,10:20,In lake,E020,Angry,1.6,No,142,Windy,No
01-02-2024,00:47,06:32,Forest Area,E006,Angry,1.5,No,145,Rain,No
01-02-2024,17:33,18:50,Grassland,E010,Angry,1.6,No,143,Rain,No
01-02-2024,14:53,16:20,Forest Area,E017,Angry,2,No,147,Rain,No
01-02-2024,08:52,13:08,Forest Area,E022,Eating,16,Yes,82,Clear,No
01-02-2024,08:50,20:53,near lake,E001,Sleeping,5.6,No,90,Cloudy,Yes
01-02-2024,05:38,11:30,Forest Area,E009,Sleeping,3.8,No,92,Rain,Yes
01-02-2024,12:56,19:35,near lake,E027,Eating,15.9,Yes,104,Rain,No
01-02-2024,00:06,13:44,near lake,E003,Angry,1.5,No,128,Clear,No
01-02-2024,08:43,14:27,Forest Edge,E019,Eating,16.9,Yes,109,Clear,No
01-02-2024,04:14,10:44,Forest Area,E014,Sleeping,5.4,No,121,Windy,Yes
01-02-2024,14:43,15:01,Grassland,E014,Eating,14.8,Yes,87,Windy,No
02-02-2024,21:13,22:50,Grassland,E023,Eating,17.1,Yes,105,Cloudy,No
02-02-2024,18:33,20:18,Grassland,E002,Angry,1.9,No,126,Windy,No
02-02-2024,07:31,11:07,near lake,E009,Sleeping,4.7,No,113,Rain,Yes
02-02-2024,01:50,13:51,Forest Area,E003,Sleeping,5.9,No,122,Windy,Yes
02-02-2024,08:31,18:44,Grassland,E015,Angry,1.7,No,143,Rain,No
02-02-2024,05:13,18:17,near lake,E021,Eating,17,Yes,104,Cloudy,No
02-02-2024,05:04,14:27,Grassland,E002,Eating,17.2,Yes,98,Cloudy,No
02-02-2024,02:21,13:58,Forest Edge,E004,Angry,1.9,No,132,Windy,No
02-02-2024,01:02,13:05,Grassland,E024,Sleeping,4.7,No,100,Windy,Yes
02-02-2024,14:23,23:37,In lake,E020,Eating,14.2,Yes,97,Clear,No
02-02-2024,12:54,13:43,near lake,E008,Angry,1.4,No,142,Rain,No
02-02-2024,06:51,15:36,Forest Edge,E005,Angry,1.1,No,125,Cloudy,No
02-02-2024,09:34,15:45,In lake,E006,Angry,1.3,No,134,Rain,No
02-02-2024,06:13,23:00,In lake,E021,Sleeping,5.3,No,95,Rain,Yes
02-02-2024,06:01,16:11,In lake,E024,Sleeping,5.1,No,116,Cloudy,Yes
02-02-2024,06:33,17:31,Forest Edge,E029,Eating,15.7,Yes,87,Clear,No
02-02-2024,09:20,17:08,Forest Edge,E028,Eating,16,Yes,82,Clear,No
02-02-2024,00:51,05:08,Forest Area,E001,Sleeping,2.5,No,91,Windy,Yes
02-02-2024,08:07,23:39,In lake,E006,Eating,14.4,Yes,93,Cloudy,No
02-02-2024,07:54,23:32,Grassland,E023,Eating,15.9,Yes,104,Windy,No
02-02-2024,03:55,18:26,Forest Edge,E017,Angry,1.5,No,131,Windy,No
02-02-2024,11:43,22:38,Forest Area,E021,Eating,14.1,Yes,107,Clear,No
02-02-2024,07:36,20:49,Grassland,E029,Eating,14.9,Yes,81,Rain,No
02-02-2024,00:39,13:44,Forest Area,E017,Angry,1.8,No,122,Clear,No
02-02-2024,04:45,17:13,near lake,E004,Eating,16.9,Yes,85,Clear,No
02-02-2024,02:58,12:01,Forest Edge,E018,Angry,1.8,No,134,Cloudy,No
02-02-2024,07:24,22:03,In lake,E017,Angry,1.4,No,120,Windy,No
02-02-2024,03:28,11:46,near lake,E006,Angry,1.3,No,124,Clear,No
02-02-2024,04:36,22:50,In lake,E019,Sleeping,4,No,93,Rain,Yes
02-02-2024,01:21,03:03,near lake,E013,Eating,16.9,Yes,87,Rain,No
02-02-2024,00:17,02:17,Forest Edge,E002,Angry,1.2,No,131,Cloudy,No
02-02-2024,05:09,07:21,In lake,E013,Angry,2,No,139,Rain,No
02-02-2024,06:40,08:22,Forest Edge,E022,Eating,16,Yes,95,Cloudy,No
02-02-2024,01:48,17:31,near lake,E005,Eating,15.6,Yes,82,Rain,No
02-02-2024,07:30,12:12,Forest Area,E020,Sleeping,4.6,No,100,Rain,Yes
02-02-2024,00:34,21:09,Forest Edge,E012,Sleeping,4.6,No,119,Clear,Yes
02-02-2024,13:33,18:37,In lake,E028,Sleeping,5.4,No,104,Windy,Yes
02-02-2024,01:28,12:25,Forest Area,E025,Sleeping,4.3,No,115,Rain,Yes
02-02-2024,09:29,17:44,Grassland,E011,Angry,1.6,No,142,Windy,No
02-02-2024,13:20,19:24,In lake,E012,Angry,1.2,No,137,Cloudy,No
02-02-2024,11:31,22:45,near lake,E009,Eating,16.8,Yes,82,Windy,No
02-02-2024,03:52,19:16,In lake,E015,Angry,1,No,143,Cloudy,No
02-02-2024,19:23,20:31,near lake,E007,Eating,14.6,Yes,88,Rain,No
02-02-2024,00:10,10:50,In lake,E017,Angry,1.7,No,141,Clear,No
02-02-2024,00:41,07:13,near lake,E022,Eating,15,Yes,109,Clear,No
02-02-2024,04:50,18:15,Grassland,E014,Sleeping,4.9,No,117,Rain,Yes
02-02-2024,04:22,21:14,Forest Edge,E023,Angry,1.4,No,147,Rain,No
02-02-2024,07:02,23:50,near lake,E010,Sleeping,2.9,No,112,Windy,Yes
02-02-2024,13:40,19:07,Grassland,E017,Angry,1.3,No,143,Clear,No
03-02-2024,19:56,21:11,near lake,E016,Angry,1.3,No,127,Clear,No
03-02-2024,07:18,12:52,Forest Area,E014,Angry,1.7,No,138,Rain,No
03-02-2024,03:30,06:37,Forest Edge,E023,Eating,15.4,Yes,99,Cloudy,No
03-02-2024,11:47,12:57,near lake,E011,Eating,14.2,Yes,86,Rain,No
03-02-2024,03:18,20:34,In lake,E021,Eating,15.8,Yes,85,Windy,No
03-02-2024,00:53,05:52,Forest Area,E017,Sleeping,4,No,92,Windy,Yes
03-02-2024,10:07,13:55,Forest Edge,E029,Angry,1,No,132,Windy,No
03-02-2024,02:35,21:11,Forest Edge,E017,Eating,16.2,Yes,82,Clear,No
03-02-2024,09:01,21:07,near lake,E005,Sleeping,5.8,No,95,Rain,Yes
03-02-2024,00:55,11:12,Forest Area,E012,Angry,1.7,No,131,Clear,No
03-02-2024,16:55,22:00,In lake,E002,Angry,1.9,No,122,Cloudy,No
03-02-2024,04:58,12:34,In lake,E016,Eating,15.8,Yes,84,Clear,No
03-02-2024,16:24,16:49,In lake,E001,Angry,1.7,No,143,Cloudy,No
03-02-2024,02:36,10:56,near lake,E018,Sleeping,2.1,No,118,Clear,Yes
03-02-2024,01:10,18:42,Grassland,E027,Eating,14.7,Yes,90,Clear,No
03-02-2024,09:14,22:21,Forest Area,E025,Eating,15.2,Yes,110,Windy,No
03-02-2024,18:02,22:09,In lake,E027,Sleeping,5.8,No,95,Windy,Yes
03-02-2024,13:25,17:31,near lake,E029,Sleeping,4.2,No,110,Clear,Yes
03-02-2024,10:11,22:33,Forest Area,E004,Sleeping,4.2,No,112,Clear,Yes
03-02-2024,03:33,09:06,Forest Edge,E003,Sleeping,3.5,No,109,Rain,Yes
03-02-2024,01:06,03:10,Grassland,E011,Angry,1.5,No,128,Clear,No
03-02-2024,11:50,20:45,Forest Area,E004,Sleeping,2.1,No,110,Clear,Yes
03-02-2024,12:53,13:13,near lake,E027,Sleeping,4,No,95,Windy,Yes
03-02-2024,09:57,15:55,Forest Area,E002,Angry,1.9,No,149,Cloudy,No
03-02-2024,00:16,18:42,Forest Area,E023,Eating,14.9,Yes,86,Cloudy,No
03-02-2024,07:39,21:00,Forest Area,E016,Sleeping,2.6,No,102,Clear,Yes
03-02-2024,16:30,21:08,Forest Area,E029,Eating,15.9,Yes,107,Rain,No
03-02-2024,09:07,15:07,Forest Edge,E001,Angry,1.1,No,139,Windy,No
03-02-2024,16:36,17:53,Forest Area,E002,Sleeping,3.3,No,100,Cloudy,Yes
03-02-2024,05:01,22:24,near lake,E015,Eating,17.4,Yes,96,Windy,No
03-02-2024,10:02,11:46,In lake,E026,Sleeping,5.3,No,90,Cloudy,Yes
03-02-2024,02:08,10:52,Forest Area,E009,Sleeping,3.6,No,110,Cloudy,Yes
03-02-2024,09:56,13:53,Forest Edge,E018,Angry,1.6,No,150,Cloudy,No
03-02-2024,05:44,10:33,Forest Area,E020,Eating,15.9,Yes,95,Rain,No
03-02-2024,10:18,22:54,Forest Area,E013,Sleeping,2.5,No,107,Rain,Yes
03-02-2024,08:04,15:38,Forest Edge,E025,Angry,1.3,No,140,Rain,No
03-02-2024,14:13,21:23,Grassland,E013,Sleeping,5.2,No,126,Windy,Yes
03-02-2024,11:33,12:15,Grassland,E016,Angry,1.5,No,146,Clear,No
03-02-2024,02:36,06:31,Grassland,E018,Sleeping,3.7,No,91,Cloudy,Yes
04-02-2024,01:43,16:25,Forest Area,E011,Sleeping,3,No,107,Windy,Yes
04-02-2024,01:23,04:23,near lake,E016,Angry,2,No,136,Cloudy,No
04-02-2024,05:23,23:38,Forest Area,E009,Sleeping,4.9,No,128,Cloudy,Yes
04-02-2024,08:10,19:04,near lake,E022,Angry,1.5,No,144,Cloudy,No
04-02-2024,12:10,15:39,near lake,E003,Angry,1.8,No,134,Clear,No
04-02-2024,00:22,20:33,Forest Edge,E023,Angry,1.3,No,125,Clear,No
04-02-2024,04:23,14:21,In lake,E025,Eating,17.3,Yes,84,Windy,No
04-02-2024,17:00,18:47,Forest Area,E021,Angry,1.9,No,130,Rain,No
04-02-2024,06:48,17:45,Grassland,E024,Angry,2,No,144,Rain,No
04-02-2024,09:20,13:20,Grassland,E010,Angry,1.8,No,139,Rain,No
04-02-2024,07:46,21:07,Forest Area,E011,Angry,1.6,No,141,Windy,No
04-02-2024,08:04,15:15,near lake,E012,Angry,1.7,No,147,Cloudy,No
04-02-2024,13:44,19:47,In lake,E013,Eating,14.3,Yes,110,Clear,No
04-02-2024,15:17,16:58,Forest Edge,E012,Eating,16.7,Yes,103,Rain,No
04-02-2024,15:06,19:34,near lake,E019,Eating,15.8,Yes,80,Clear,No
04-02-2024,02:35,09:24,Grassland,E022,Angry,1.4,No,127,Cloudy,No
04-02-2024,00:01,10:50,near lake,E018,Angry,1.5,No,136,Rain,No
04-02-2024,05:54,22:58,near lake,E020,Sleeping,3.4,No,102,Windy,Yes
04-02-2024,20:36,20:42,near lake,E012,Angry,1,No,131,Cloudy,No
04-02-2024,12:22,12:32,Grassland,E012,Eating,16,Yes,81,Cloudy,No
04-02-2024,04:56,19:55,Forest Edge,E002,Eating,15.5,Yes,80,Clear,No
04-02-2024,09:30,22:30,Forest Area,E017,Sleeping,4,No,113,Cloudy,Yes
04-02-2024,00:16,22:32,In lake,E001,Sleeping,3.9,No,105,Clear,Yes
04-02-2024,14:57,18:32,Forest Area,E021,Eating,14.1,Yes,108,Windy,No
04-02-2024,14:56,20:51,Forest Edge,E004,Eating,16.8,Yes,91,Cloudy,No
04-02-2024,06:57,08:19,Forest Edge,E022,Angry,1.3,No,128,Cloudy,No
04-02-2024,16:36,16:48,Forest Area,E018,Sleeping,5.2,No,117,Rain,Yes
04-02-2024,02:56,07:55,Forest Area,E012,Angry,1.2,No,133,Windy,No
04-02-2024,05:05,10:47,Grassland,E024,Angry,1.6,No,138,Rain,No
04-02-2024,11:18,13:58,Forest Edge,E029,Angry,1.3,No,138,Windy,No
04-02-2024,02:11,18:46,near lake,E019,Eating,17.2,Yes,98,Clear,No
04-02-2024,18:30,18:42,Forest Area,E024,Eating,15.8,Yes,100,Windy,No
04-02-2024,13:50,20:34,In lake,E010,Sleeping,2.9,No,104,Clear,Yes
04-02-2024,10:49,21:49,near lake,E006,Sleeping,5.6,No,103,Clear,Yes
04-02-2024,00:51,22:21,Forest Edge,E009,Sleeping,2.3,No,110,Cloudy,Yes
04-02-2024,17:42,19:57,Grassland,E015,Angry,1.9,No,125,Windy,No
04-02-2024,07:28,21:30,Forest Area,E014,Eating,15,Yes,81,Cloudy,No
04-02-2024,00:59,10:01,near lake,E029,Sleeping,5.8,No,129,Clear,Yes
04-02-2024,09:45,11:04,Forest Area,E007,Angry,1.8,No,131,Cloudy,No
04-02-2024,05:16,20:10,Forest Area,E024,Angry,1.1,No,120,Rain,No
04-02-2024,05:24,17:07,Grassland,E011,Eating,15.3,Yes,110,Rain,No
04-02-2024,07:42,15:30,Forest Area,E016,Angry,1.6,No,130,Windy,No
04-02-2024,14:33,22:27,near lake,E014,Eating,15.5,Yes,103,Rain,No
04-02-2024,01:38,10:54,Forest Edge,E004,Eating,16.1,Yes,94,Rain,No
04-02-2024,03:59,11:44,In lake,E001,Eating,16.6,Yes,85,Windy,No
05-02-2024,00:03,14:04,near lake,E009,Angry,1.3,No,135,Cloudy,No
05-02-2024,06:57,16:39,In lake,E012,Angry,1.6,No,126,Clear,No
05-02-2024,17:01,19:58,In lake,E010,Angry,1.8,No,145,Windy,No
05-02-2024,09:23,14:00,Forest Area,E025,Sleeping,4.7,No,99,Rain,Yes
05-02-2024,00:01,15:08,In lake,E001,Angry,1.9,No,146,Cloudy,No
05-02-2024,14:54,20:13,near lake,E025,Eating,14.6,Yes,81,Rain,No
05-02-2024,10:02,11:38,In lake,E029,Eating,14.2,Yes,107,Windy,No
05-02-2024,03:02,18:58,near lake,E022,Eating,15.6,Yes,99,Rain,No
05-02-2024,10:34,19:11,Grassland,E015,Eating,16.9,Yes,94,Cloudy,No
05-02-2024,03:08,21:53,Forest Edge,E002,Angry,1.1,No,130,Windy,No
05-02-2024,10:05,20:17,near lake,E021,Angry,1.1,No,150,Cloudy,No
05-02-2024,16:33,23:18,near lake,E026,Eating,16.2,Yes,81,Clear,No
05-02-2024,08:03,14:09,Forest Edge,E021,Eating,14.5,Yes,85,Clear,No
05-02-2024,07:30,10:13,Forest Edge,E002,Sleeping,4.1,No,109,Windy,Yes
05-02-2024,02:56,04:15,Grassland,E008,Eating,15.5,Yes,89,Windy,No
05-02-2024,01:28,22:03,near lake,E017,Angry,1.7,No,141,Cloudy,No
05-02-2024,03:29,03:36,In lake,E007,Angry,1.9,No,123,Cloudy,No
05-02-2024,02:11,10:51,Forest Area,E001,Sleeping,3.9,No,123,Cloudy,Yes
05-02-2024,17:38,18:26,Grassland,E016,Angry,1.5,No,137,Rain,No
05-02-2024,06:22,12:36,In lake,E028,Angry,1.9,No,140,Cloudy,No
05-02-2024,02:41,12:50,Forest Edge,E016,Eating,17.8,Yes,99,Rain,No
05-02-2024,02:14,14:44,Forest Edge,E029,Angry,1.6,No,141,Clear,No
05-02-2024,09:41,12:00,near lake,E015,Angry,1.1,No,137,Windy,No
05-02-2024,02:24,11:59,near lake,E028,Angry,1.4,No,127,Windy,No
05-02-2024,19:39,21:22,Forest Area,E003,Eating,17.6,Yes,82,Clear,No
05-02-2024,00:03,11:31,In lake,E004,Eating,14.9,Yes,100,Clear,No
05-02-2024,01:18,04:58,Grassland,E005,Eating,15.9,Yes,90,Cloudy,No
05-02-2024,12:14,15:02,Grassland,E008,Sleeping,2.3,No,104,Cloudy,Yes
05-02-2024,18:32,22:11,near lake,E013,Sleeping,4.7,No,117,Cloudy,Yes
05-02-2024,01:38,16:41,Forest Area,E001,Eating,16.6,Yes,87,Cloudy,No
05-02-2024,21:07,23:29,Forest Area,E012,Angry,1.4,No,144,Clear,No
05-02-2024,15:41,21:27,Grassland,E001,Eating,16.9,Yes,109,Clear,No
05-02-2024,15:17,21:51,In lake,E014,Sleeping,4.7,No,112,Windy,Yes
05-02-2024,03:22,17:51,Forest Edge,E012,Angry,1.8,No,149,Cloudy,No
05-02-2024,07:12,23:31,near lake,E014,Angry,1,No,120,Cloudy,No
05-02-2024,00:01,02:17,Forest Edge,E024,Sleeping,3.9,No,93,Clear,Yes
05-02-2024,18:00,20:37,Grassland,E009,Eating,17.3,Yes,94,Cloudy,No
05-02-2024,09:22,19:18,Grassland,E023,Sleeping,5,No,124,Cloudy,Yes
05-02-2024,18:03,22:19,Forest Edge,E019,Angry,2,No,126,Cloudy,No
05-02-2024,04:36,21:11,Forest Area,E008,Angry,1.1,No,144,Clear,No
05-02-2024,08:14,09:57,Forest Area,E022,Angry,1.5,No,122,Rain,No
05-02-2024,08:25,17:24,near lake,E009,Sleeping,4.4,No,92,Clear,Yes
05-02-2024,08:29,14:38,Forest Edge,E012,Sleeping,5,No,92,Rain,Yes
05-02-2024,11:55,19:07,Grassland,E014,Angry,1.9,No,138,Cloudy,No
05-02-2024,11:38,23:08,Forest Edge,E001,Angry,1.5,No,145,Cloudy,No
05-02-2024,04:25,15:02,In lake,E028,Eating,14,Yes,92,Windy,No
05-02-2024,07:36,09:01,Forest Area,E007,Sleeping,5.1,No,92,Cloudy,Yes
